699.6408911,-305.3260026,-358.3145432
878.7570182,-482.2550504,-342.4644155
-344.0275191,475.662065,-681.0786386
-726.4915113,-576.7547623,-971.4868308
928.5658924,-716.1153908,383.500399
690.0926137,444.1199608,952.6298287
717.9062281,999.7759115,655.9649118
-687.5723026,948.1641003,-966.0262748
972.1287957,-701.0414616,750.5548986
-545.4492166,579.486646,-923.7386977
648.2317249,-674.7496261,963.8467061
679.7387698,380.3450696,-906.0069793
-891.5032191,-620.8550892,860.7030587
748.692566,-889.5826028,-344.1449123
299.0653618,-662.9320662,-371.2048355
289.3747945,816.5543878,676.8490352
386.4883502,792.3638491,-425.3685414
524.594004,780.5927631,-383.5716917
411.4607932,-493.8726226,-844.228851
685.5772458,436.691641,538.8646512
721.6656582,999.9999703,846.9542558
-320.0105752,823.7500747,-775.4049718
-538.2687719,-286.2832937,485.2721141
-694.1932768,941.9777972,-953.2646541
-318.1265617,925.8904202,-859.0637391
387.7783234,-866.3254701,-612.4004118
677.3154385,-999.9823961,-529.2932008
-755.6308447,402.6701031,779.633139
-993.3966951,609.0548445,-958.4571002
-598.9581537,-611.6584391,-603.264936
